"Cleaned_Measure","reporter_desc","partner_desc","Total_Net_Wgt"
"Export","Hungary","Bosnia Herzegovina",1540
"Import","Iceland","Bulgaria",79
"Import","Ireland","Iceland",3
"Export","Ireland","Bahrain",647
"Import","Israel","Ecuador",203930.422
"Export","Italy","Lebanon",24866
"Export","Italy","Seychelles",292
"Export","Italy","Colombia",1344
"Import","Italy","Switzerland",916
"Export","Italy","Bermuda",526
"Export","Japan","South Africa",200
"Export","Japan","Australia",1816
"Export","Japan","Malaysia",3977
"Import","Kazakhstan","China",14208
"Import","Kenya","China",280.25
"Export","Rep. of Korea","Czechia",2152.8
"Export","Rep. of Korea","Qatar",112.8
"Import","Rep. of Korea","Other Asia, nes",189
"Export","Rep. of Korea","Chile",292.8
"Export","Rep. of Korea","Cuba",220
"Import","Kuwait","China",19499.529
"Import","Kyrgyzstan","Ecuador",480
"Import","Lithuania","Portugal",6
"Export","Madagascar","Netherlands",2421152
"Import","Malaysia","Viet Nam",14652
"Import","Malaysia","Maldives",250
"Export","Malta","Italy",2543
"Import","Mauritius","Viet Nam",37536
"Import","Mauritius","Seychelles",30
"Import","Rep. of Moldova","France",210
"Import","Montenegro","Albania",109.11
"Import","Montenegro","Serbia",12628.08
"Import","Montserrat","Trinidad and Tobago",7250
"Export","Morocco","South Africa",7.7
"Import","Mozambique","Italy",614
"Export","Oman","USA",23530.389
"Import","Oman","USA",7.511
"Import","Netherlands","China",227
"Import","New Zealand","Niue",193
"Import","Nicaragua","Italy",308
"Import","Panama","Italy",3324
"Import","Panama","Areas, nes",307
"Export","Philippines","Malaysia",40153.2
"Import","Philippines","Papua New Guinea",147505
"Export","Philippines","Hungary",32690.7
"Export","Poland","France",5
"Export","Portugal","Türkiye",6
"Import","Portugal","United Kingdom",6
"Export","Portugal","Br. Virgin Isds",152
"Import","Qatar","France",2995.49
"Export","Romania","Italy",8.23
"Import","Rwanda","France",93.34
"Import","Rwanda","Viet Nam",1126.6
"Import","Rwanda","Netherlands",288
"Import","Rwanda","South Africa",506
"Import","Rwanda","Côte d'Ivoire",142.26
"Import","Sao Tome and Principe","Viet Nam",134
"Import","Serbia","Philippines",77
"Import","Seychelles","Bahrain",10
"Export","India","Angola",14592
"Export","Singapore","United Arab Emirates",565.5
"Export","Viet Nam","Brazil",16729.582
"Export","Viet Nam","Malaysia",12144.801
"Export","Viet Nam","Cambodia",9716.986
"Import","Slovenia","Thailand",10445.8
"Import","South Africa","Ecuador",24
"Export","South Africa","Special Categories",328
"Import","South Africa","Denmark",15
"Import","South Africa","Colombia",20.76
"Import","South Africa","Mauritius",2237.76
"Export","Spain","Dominica",653.4
"Import","Spain","Mauritania",40070.36
"Export","Spain","Other Asia, nes",646.2
"Export","Spain","Guinea",3667.6
"Export","Spain","North Macedonia",21043.2
"Import","Spain","Czechia",454
"Export","Sweden","France",3021.212
"Export","Switzerland","Italy",468
"Export","Tunisia","Germany",100
"Export","Türkiye","Palau",67
"Export","Türkiye","Uganda",5
"Import","Türkiye","Greece",9
"Export","Türkiye","Equatorial Guinea",1236
"Export","Türkiye","Czechia",113
"Export","Türkiye","Bangladesh",4
"Import","Ukraine","France",4320
"Import","North Macedonia","Ecuador",2123
"Export","Egypt","Libya",112512.471
"Import","Egypt","Philippines",115589.667
"Import","United Kingdom","Greece",5092
"Export","United Kingdom","Jordan",564
"Import","United Rep. of Tanzania","Thailand",857.7
"Export","USA","Italy",3933
"Export","USA","El Salvador",32664
"Export","USA","Rep. of Korea",12528
"Export","USA","Saint Vincent and the Grenadines",524
"Import","Zambia","Greece",100
"Import","Zambia","Namibia",1530.4
"Export","Angola","Cyprus",30
"Import","Azerbaijan","Germany",18.88
"Export","Australia","Malaysia",3844.4
"Import","Bahrain","USA",119.52
"Import","Belgium","United Kingdom",6.75
"Export","Belgium","Uganda",720
"Import","Bolivia (Plurinational State of)","Japan",5.385
"Import","Bolivia (Plurinational State of)","USA",97.886
"Export","Botswana","USA",10
"Export","Brazil","Bangladesh",43
"Export","Brazil","Morocco",3
"Export","Brazil","United Arab Emirates",7
"Export","Brazil","Belgium",14
"Export","Brazil","Russian Federation",4
"Import","Burundi","United Arab Emirates",802
"Import","Cambodia","Viet Nam",15756
"Import","Canada","Sri Lanka",4
"Import","Cyprus","Ecuador",10560
"Import","Czechia","United Kingdom",1686.118
"Import","Czechia","Guinea",3033
"Import","Benin","Ghana",9782.78
"Import","Benin","Areas, nes",926.52
"Import","Denmark","Poland",2
"Export","Denmark","Portugal",12
"Import","Denmark","Myanmar",10
"Export","Dominican Rep.","Anguilla",0
"Export","Fiji","Nauru",1816
"Import","Finland","Denmark",30
"Export","France","Mauritania",110
"Import","France","Peru",24300
"Export","France","Other Asia, nes",1
"Export","France","Mongolia",590
"Import","French Polynesia","Philippines",199.68
"Import","Georgia","Thailand",182653
"Import","Germany","China",30812
"Export","Ghana","USA",750
"Export","Ghana","Portugal",295670
"Export","Greece","Rep. of Moldova",6048
"Export","Greece","Italy",5
"Import","Guatemala","Ecuador",3
"Export","Guatemala","Mexico",231738
"Export","Guyana","Grenada",20
"Import","Hungary","Rep. of Korea",1
"Import","Ireland","Sri Lanka",14
"Import","Ireland","India",15.477
"Import","Ireland","USA",6
"Import","Israel","Tunisia",13364.631
"Import","Israel","Japan",402.368
"Export","Italy","Dominican Rep.",806
"Export","Italy","Aruba",1204
"Export","Japan","Cambodia",1126
"Export","Jordan","Syria",13482.48
"Import","Jordan","Syria",13482.48
"Import","Kenya","United Kingdom",2082.44
"Export","Rep. of Korea","Other Asia, nes",1288.8
"Import","Rep. of Korea","United Arab Emirates",4.2
"Export","Rep. of Korea","Uzbekistan",252
"Import","Rep. of Korea","Sri Lanka",3141
"Export","Latvia","New Zealand",288
"Import","Madagascar","United Arab Emirates",35.8
"Export","Mauritius","Iceland",84324
"Import","Rep. of Moldova","China",70440
"Import","Rep. of Moldova","Greece",9952
"Import","Montenegro","Ecuador",1539
"Import","Montenegro","Colombia",84.48
"Import","Morocco","Mauritius",748.5
"Export","Oman","Egypt",124543.418
"Export","Namibia","Dem. Rep. of the Congo",62.35
"Import","Namibia","Dem. Rep. of the Congo",62.35
"Import","Namibia","Belgium",124.7
"Import","Norway","Greece",1244
"Export","Panama","Dominican Rep.",9354
"Import","Panama","Indonesia",378
"Import","Paraguay","Colombia",2376
"Import","Philippines","Mauritius",53.76
"Import","Philippines","Other Asia, nes",0
"Export","Philippines","Austria",33505.9
"Export","Poland","Luxembourg",11
"Import","Poland","Japan",1
"Export","Portugal","New Zealand",146
"Import","Portugal","Mozambique",2
"Import","Qatar","Spain",16085.42
"Import","Qatar","Ecuador",2112
"Import","Rwanda","Rep. of Korea",740
"Import","Rwanda","Mali",24
"Import","Rwanda","USA",268
"Import","Rwanda","China",30
"Import","Serbia","Greece",12903
"Export","Seychelles","Malta",427366
"Import","India","Thailand",29748
"Export","Singapore","Maldives",5.32
"Export","Singapore","FS Micronesia",111
"Export","Singapore","Vanuatu",168012.6
"Import","Slovakia","Greece",860
"Export","Viet Nam","Malta",11378.488
"Import","Slovenia","Norway",7.4
"Export","South Africa","Angola",2242.96
"Import","Zimbabwe","USA",1285
"Export","Spain","Ecuador",189.28
"Export","Spain","Kuwait",1199.76
"Import","Tunisia","Italy",36600
"Export","Tunisia","Japan",720
"Export","Türkiye","Uzbekistan",6888
"Export","Türkiye","Congo",1344
"Export","Türkiye","Comoros",43
"Export","Türkiye","Tuvalu",27
"Export","Türkiye","China",4
"Export","Türkiye","Viet Nam",11
"Export","Türkiye","Iran",4
"Export","Türkiye","Saint Vincent and the Grenadines",25
"Import","Ukraine","Morocco",56.25
"Export","United Kingdom","Kenya",2004
"Export","USA","New Zealand",10600
"Export","USA","Kuwait",11152
"Import","Angola","Viet Nam",80680
"Import","Angola","India",33170
"Import","Antigua and Barbuda","Poland",2019.5
"Import","Australia","Türkiye",1713.6
"Export","Austria","Libya",460
"Export","Belgium","Czechia",8.14
"Import","Bermuda","Italy",10
"Import","Bosnia Herzegovina","China",48667.2
"Import","Botswana","Indonesia",1
"Export","Brazil","Cameroon",6
"Import","Belize","Thailand",5358.65
"Import","Brunei Darussalam","India",1
"Export","Bulgaria","Iceland",8
"Import","Bulgaria","Ecuador",13948
"Import","Burundi","United Kingdom",0
"Export","China","Ghana",4080
"Import","China","Maldives",178
"Export","China","Nigeria",11621
"Export","China","Dem. People's Rep. of Korea",1987
"Export","Colombia","China, Hong Kong SAR",50830
"Import","Dem. Rep. of the Congo","United Arab Emirates",480
"Export","Croatia","China",472.5
"Import","Cyprus","Portugal",6563
"Import","Cyprus","Areas, nes",3
"Import","Czechia","Rep. of Korea",2159
"Import","Denmark","Slovakia",29
"Import","Denmark","Côte d'Ivoire",34176
"Import","Denmark","Greece",40
"Import","El Salvador","El Salvador",64152
"Export","El Salvador","Brazil",14967.4
"Export","France","Grenada",20
"Export","France","Japan",2
"Import","French Polynesia","Mauritius",365.184
"Import","Germany","Jordan",1659
"Export","Germany","Singapore",143
"Export","Germany","Bahamas",143
"Export","Germany","USA",205
"Export","Germany","Canada",368
"Import","Ghana","Belgium",708.48
"Import","Ghana","Germany",4
"Export","Ghana","United Arab Emirates",768
"Export","Greece","Denmark",3
"Export","Greece","Latvia",860
"Export","Greece","Switzerland",2502
"Export","Greece","Kazakhstan",4977
"Export","Greece","Egypt",10060
"Import","Hungary","Philippines",30811
"Export","Italy","Congo",2012
"Import","Italy","Senegal",338540
"Export","Italy","Dem. Rep. of the Congo",5000
"Import","Kazakhstan","Greece",6704.64
"Import","Kenya","Somalia",6350
"Export","Rep. of Korea","Haiti",26
"Import","Rep. of Korea","Canada",4.774
"Export","Rep. of Korea","FS Micronesia",28.8
"Export","Rep. of Korea","Thailand",636
"Export","Latvia","Azerbaijan",320
"Import","Latvia","Norway",13
"Import","Latvia","France",16
"Import","Luxembourg","Czechia",7.68
"Import","China, Macao SAR","China, Hong Kong SAR",8
"Export","Malaysia","Thailand",78
"Import","Mauritius","Papua New Guinea",31
"Import","Mauritius","United Kingdom",125504
"Import","Mauritius","Côte d'Ivoire",76
"Import","Montserrat","United Kingdom",8
"Export","Morocco","Mauritius",192
"Export","Morocco","USA",3000
"Export","Morocco","Gambia",3
"Export","Mozambique","Türkiye",12
"Export","Mozambique","Croatia",24
"Import","Mozambique","United Arab Emirates",1835
"Import","Oman","Saudi Arabia",1064.067
"Import","Namibia","Spain",17016
"Import","Netherlands","Switzerland",2
"Export","Netherlands","Mauritius",22689
"Export","New Zealand","Vanuatu",68
"Import","New Zealand","Poland",24
"Export","Panama","Antigua and Barbuda",2750
"Export","Philippines","Ireland",100754.4
"Export","Philippines","Croatia",106959.2
"Import","Poland","Croatia",1209
"Import","Portugal","Areas, nes",64
"Import","Qatar","Indonesia",9072.84
"Import","Romania","Sweden",154
"Import","Rwanda","Equatorial Guinea",116
"Import","Rwanda","Philippines",124
"Import","Seychelles","Italy",210
"Export","India","Japan",6044
"Export","India","Zambia",4
"Import","Singapore","China",450.72
"Import","Singapore","Netherlands",19.95
"Export","Viet Nam","Argentina",20473.178
"Export","Slovenia","Serbia",1574.34
"Import","Slovenia","Malaysia",829.44
"Export","Slovenia","United Kingdom",1378.44
"Export","South Africa","Kenya",8
"Import","South Africa","Special Categories",4
"Import","South Africa","Indonesia",31717.9
"Export","Spain","Antigua and Barbuda",53.12
"Export","Spain","Georgia",11941.64
"Export","Spain","Algeria",18524
"Export","Spain","Dem. Rep. of the Congo",3305.64
"Export","Sweden","Spain",17.778
"Import","Switzerland","Senegal",404
"Export","Tunisia","Bahrain",327
"Export","Türkiye","Venezuela",61750
"Import","Türkiye","Qatar",1
"Import","Türkiye","United Kingdom",1
"Export","Türkiye","Australia",9
"Export","Türkiye","Cyprus",32741
"Export","Ukraine","Greece",3.84
"Export","Ukraine","Marshall Isds",15.22
"Export","Ukraine","Türkiye",1.92
"Export","Ukraine","Cook Isds",1.92
"Import","Egypt","Oman",119022.381
"Export","United Kingdom","Türkiye",30710
"Export","United Kingdom","Argentina",64
"Import","United Kingdom","Morocco",89088
"Export","United Kingdom","India",4
"Export","United Kingdom","Bangladesh",2
"Export","United Kingdom","Myanmar",0
"Export","United Kingdom","Sri Lanka",942
"Export","United Kingdom","Papua New Guinea",12
"Import","United Kingdom","Côte d'Ivoire",1858
"Export","United Kingdom","Saint Helena",532
"Export","United Kingdom","Seychelles",2062
"Import","USA","Türkiye",48733.246
"Import","USA","Oman",7615.693
"Import","USA","French Polynesia",514
"Import","USA","Panama",1222.134
"Import","USA","Anguilla",756
"Export","USA","French Polynesia",514
"Export","USA","Equatorial Guinea",526
"Import","Andorra","Egypt",211
"Export","Angola","Marshall Isds",120
"Import","Angola","Namibia",200
"Import","Angola","Netherlands",160
"Import","Antigua and Barbuda","Brazil",20530
"Import","Azerbaijan","Latvia",320
"Import","Azerbaijan","Lithuania",268.8
"Export","Australia","Other Asia, nes",97.05
"Export","Austria","China, Hong Kong SAR",2
"Export","Barbados","Grenada",1163
"Import","Barbados","Grenada",1163
"Export","Belgium","Portugal",1.02
"Import","Bolivia (Plurinational State of)","Italy",235.196
"Import","Bosnia Herzegovina","Latvia",1920
"Export","Botswana","Angola",10
"Export","Brazil","Cook Isds",10
"Export","Bulgaria","Belgium",64
"Export","China","Brazil",204000
"Export","China","Trinidad and Tobago",2448
"Import","Dem. Rep. of the Congo","South Africa",5020
"Import","Dem. Rep. of the Congo","Thailand",68
"Import","Croatia","Philippines",25833.6
"Import","Cyprus","Mauritius",93
"Export","Czechia","United Kingdom",1
"Export","Czechia","Latvia",58
"Export","Czechia","Ireland",0.463
"Import","Benin","Belgium",979.61
"Import","Dominican Rep.","Canada",5.84
"Import","El Salvador","USA",20571.18
"Import","France","Poland",3
"Export","France","China",735
"Export","France","Sierra Leone",238
"Export","Georgia","Israel",13.54
"Export","Germany","Areas, nes",9
"Import","Germany","Romania",300
"Export","Germany","Uruguay",92
"Export","Germany","Philippines",62435
"Export","Ghana","Côte d'Ivoire",30720
"Export","Ghana","Burkina Faso",6873.6
"Import","Ghana","Switzerland",70
"Export","Ghana","Nigeria",30720
"Export","Ghana","Poland",116426.8
"Import","Greece","Türkiye",5
"Import","Grenada","Barbados",5500
"Import","Guyana","United Kingdom",718
"Import","Guyana","Chile",369.34
"Import","Ireland","China, Hong Kong SAR",1
"Import","Ireland","Nigeria",4
"Export","Italy","Grenada",298
"Import","Italy","USA",1536
"Export","Italy","United Rep. of Tanzania",1410
"Export","Italy","Viet Nam",494
"Export","Italy","Chile",180
"Export","Italy","Kenya",3546
"Import","Japan","Sri Lanka",1432
"Export","Japan","Russian Federation",128
"Import","Japan","India",6000
"Import","Kenya","United Arab Emirates",8719.8
"Export","Rep. of Korea","Belgium",2664
"Import","Rep. of Korea","Colombia",2.85
"Export","Rep. of Korea","Tunisia",1.92
"Export","Rep. of Korea","Bolivia (Plurinational State of)",120
"Import","Kuwait","Germany",204.412
"Import","Kuwait","Ghana",3765.149
"Import","Kuwait","Seychelles",3744.267
"Import","Kuwait","Portugal",418.795
"Export","Latvia","Romania",8
"Export","Latvia","Singapore",14
"Export","Lithuania","Russian Federation",908.6
"Export","Lithuania","Sweden",9
"Export","Lithuania","Azerbaijan",268.8
"Import","Luxembourg","Tunisia",4
"Import","Rep. of Moldova","Portugal",614
"Import","Morocco","Colombia",21600
"Export","Morocco","French Polynesia",384
"Import","Mozambique","United Kingdom",129
"Export","Mozambique","Philippines",44
"Import","Nicaragua","China",461.42
"Import","Poland","Norway",28
"Import","Portugal","Ghana",95550
"Export","Portugal","Ghana",1176
"Import","Portugal","Cabo Verde",25406
"Import","Romania","Peru",13824
"Import","Romania","Ireland",11
"Import","Serbia","Slovenia",191
"Import","Seychelles","Spain",13.7
"Export","India","Somalia",3241
"Export","India","Australia",2150
"Export","India","Bangladesh",6793
"Export","India","Djibouti",15984
"Export","India","Oman",13766
"Export","India","Netherlands",408
"Import","Singapore","Sweden",96
"Import","Singapore","Latvia",14.11
"Export","Singapore","Liberia",13687.5
"Export","Slovakia","Belgium",11
"Import","Viet Nam","Indonesia",100329.263
"Export","Viet Nam","Panama",18248.5
"Export","Viet Nam","Portugal",708891.653
"Export","Slovenia","France",1.92
"Import","Slovenia","Morocco",192
"Export","Slovenia","Sweden",3.22
"Export","Spain","San Marino",1209.6
"Export","Spain","Bolivia (Plurinational State of)",106.56
"Import","Spain","Costa Rica",4715
"Import","Spain","Finland",352
"Import","Sweden","Belgium",331.689
"Import","Sweden","USA",87.78
"Import","Switzerland","Denmark",260
"Export","Tunisia","Qatar",11651
"Import","Türkiye","USA",4
"Import","Türkiye","United Arab Emirates",7634
"Export","Ukraine","Br. Virgin Isds",5.76
"Export","Ukraine","China",8.88
"Export","Ukraine","Palau",1.92
"Export","United Kingdom","Saudi Arabia",744
"Export","United Kingdom","Greece",460
"Import","USA","Curaçao",5000
"Export","USA","Ghana",7340
"Export","USA","China",21126
"Export","USA","Türkiye",16366
"Export","USA","Nicaragua",1765
"Export","USA","Marshall Isds",1680
"Import","USA","Nicaragua",1765
"Import","Zambia","Italy",10
"Import","Zambia","United Kingdom",180
"Import","Zambia","China, Hong Kong SAR",234
"Import","Australia","India",571.92
"Import","Austria","Mauritius",15
"Import","Armenia","China",378
"Import","Armenia","Iran",34063.2
"Import","Barbados","China, Hong Kong SAR",19800
"Import","Belgium","Japan",31.7
"Import","Belgium","Türkiye",2.26
"Export","Belgium","Benin",332
"Export","Belgium","Côte d'Ivoire",1207.2
"Import","Belgium","Peru",32428.8
"Import","Bosnia Herzegovina","Serbia",3516
"Import","Brazil","El Salvador",8303
"Import","Bulgaria","Austria",13
"Export","Canada","Saint Lucia",788
"Import","Canada","Saint Lucia",788
"Export","China","Zambia",1216
"Import","Dem. Rep. of the Congo","Morocco",8250
"Export","Czechia","Chile",33
"Import","Czechia","Japan",1.311
"Import","Benin","USA",3
"Import","Dominican Rep.","Maldives",4.68
"Export","Estonia","Greece",17.76
"Import","Fiji","Spain",73258
"Export","Fiji","Spain",73258
"Export","Finland","Latvia",8
"Import","France","USA",4
"Export","France","Mexico",178
"Import","France","Japan",10
"Export","France","Israel",465
"Import","France","Romania",284
"Export","Germany","Cuba",141
"Export","Germany","Venezuela",22
"Import","Ghana","Denmark",121.04
"Import","Ghana","Portugal",1266.96
"Export","Ghana","Hungary",30720
"Import","Ghana","Italy",1331.44
"Import","Greece","Malta",23
"Import","Greece","Croatia",10000
"Import","Grenada","Areas, nes",9535
"Import","Guatemala","Mexico",633
"Export","Guatemala","Cuba",1891
"Import","Hungary","Japan",3
"Import","Iceland","United Kingdom",2592
"Import","Ireland","Latvia",40
"Import","Ireland","United Rep. of Tanzania",18
"Export","Italy","Mozambique",800
"Export","Italy","Bunkers",6
"Import","Japan","Tunisia",593
"Import","Kenya","Italy",1625.92
"Import","Kenya","Bunkers",111.3
"Export","Rep. of Korea","Nicaragua",4
"Import","Rep. of Korea","Senegal",24.14
"Export","Rep. of Korea","Bhutan",28.8
"Import","Kuwait","Oman",7626.966
"Export","Latvia","Austria",22246
"Import","Latvia","Ecuador",26500
"Export","Latvia","Slovenia",922
"Import","Latvia","Greece",430
"Export","Lithuania","Ukraine",1006.08
"Import","Luxembourg","Ecuador",7141.6
"Export","Madagascar","Denmark",34176
"Import","Malta","Portugal",4
"Import","Malta","France",8
"Export","Mauritius","Austria",20
"Export","Mauritius","Germany",406420
"Import","Rep. of Moldova","Colombia",2266
"Import","Montenegro","Lithuania",384
"Import","Morocco","Chile",564.48
"Export","Mozambique","United Arab Emirates",24
"Import","Oman","India",11036.758
"Import","Namibia","Norway",722
"Import","Namibia","Ireland",32
"Export","New Zealand","N. Mariana Isds",36
"Export","New Zealand","Solomon Isds",28
"Import","New Zealand","Latvia",288
"Import","Philippines","Singapore",6416.46
"Import","Philippines","Costa Rica",5.21
"Export","Poland","USA",1280
"Export","Portugal","Estonia",24
"Import","Portugal","Hungary",1
"Export","Portugal","Antigua and Barbuda",96
"Import","Romania","Belgium",16
"Export","Serbia","North Macedonia",1704
"Import","Seychelles","Japan",28.86
"Export","India","Iran",7459
"Export","India","Uganda",737
"Import","Singapore","Canada",3
"Import","Singapore","Belgium",86.52
"Import","Singapore","Mauritius",34.06
"Export","Singapore","New Zealand",216
"Export","Singapore","Philippines",6428
"Import","Slovakia","Malaysia",0.155
"Export","Spain","Oman",878
"Export","Spain","Rwanda",177.22
"Export","Switzerland","Germany",1.013
"Import","Türkiye","Barbados",18
"Export","Türkiye","Saudi Arabia",10
"Import","United Kingdom","Slovenia",2758
"Export","United Kingdom","Iceland",5012
"Import","United Kingdom","Panama",8492
"Import","United Kingdom","Colombia",466
"Import","USA","India",12263.072
"Import","USA","Saint Kitts and Nevis",1052
"Import","Uzbekistan","Côte d'Ivoire",49.8
"Import","Uzbekistan","Ecuador",889.6
"Import","Zambia","Spain",690
"Import","Andorra","France",30
"Import","Angola","Singapore",45180
"Export","Australia","Thailand",1010.75
"Import","Austria","Latvia",26699
"Export","Armenia","Russian Federation",32354.8
"Export","Barbados","Guyana",3100
"Import","Barbados","Guyana",3100
"Export","Barbados","Saint Lucia",35
"Import","Barbados","Saint Lucia",35
"Import","Belgium","Israel",0.14
"Export","Belgium","Togo",17.76
"Import","Brazil","Thailand",320922
"Import","Brazil","China",183600
"Import","Bulgaria","Türkiye",1866
"Import","Burundi","Türkiye",874
"Export","Canada","China",1818
"Import","Chile","Italy",92.29
"Export","China","Kenya",5754
"Export","Colombia","Cuba",1999.2
"Export","Czechia","France",0.282
"Import","Czechia","Papua New Guinea",3325
"Export","Dominican Rep.","Colombia",372.98
"Import","El Salvador","Thailand",5075
"Import","Estonia","Greece",142
"Export","France","Cuba",676
"Export","France","Dominican Rep.",15
"Export","Germany","Colombia",41
"Export","Germany","Peru",102
"Import","Germany","Bulgaria",2272
"Export","Germany","French Polynesia",61
"Export","Greece","North Macedonia",39
"Import","Grenada","United Kingdom",253
"Import","Guyana","Ecuador",17000
"Import","Hungary","Netherlands",9313.92
"Import","Iceland","Viet Nam",18
"Import","Iceland","Greece",12
"Export","Ireland","France",3
"Import","Ireland","United Arab Emirates",1
"Import","Ireland","Lithuania",30
"Import","Italy","Romania",48
"Export","Italy","Mongolia",72
"Export","Japan","Congo",95130
"Export","Japan","India",80
"Export","Japan","Kuwait",120
"Import","Rep. of Korea","Fiji",10.205
"Export","Rep. of Korea","Paraguay",10.8
"Import","Rep. of Korea","Tunisia",2
"Export","Rep. of Korea","Mexico",855
"Export","Rep. of Korea","Russian Federation",810
"Import","Mauritius","Indonesia",21934
"Import","Mauritius","South Africa",131
"Export","Mexico","Belize",39550
"Import","Rep. of Moldova","United Kingdom",200
"Import","Morocco","Côte d'Ivoire",12.88
"Import","Oman","Spain",2134.644
"Import","Namibia","Panama",4
"Export","Netherlands","Ukraine",573
"Export","Netherlands","Timor-Leste",49
"Import","New Zealand","Sweden",3
"Import","New Zealand","Samoa",2
"Export","New Zealand","Thailand",19570
"Import","Nicaragua","Indonesia",45.36
"Import","Nicaragua","Ecuador",7
"Import","Norway","Türkiye",1244
"Import","Norway","Canada",32
"Export","Philippines","Samoa",432
"Export","Philippines","Jordan",298.5
"Import","Philippines","Germany",30192
"Import","Poland","Thailand",3594
"Import","Poland","Ghana",58213
"Export","Portugal","Bolivia (Plurinational State of)",1170
"Import","Rwanda","Mauritius",205.2
"Import","Rwanda","Madagascar",192
"Import","Serbia","Morocco",1918
"Export","Serbia","China",1
"Export","Seychelles","Iran",120861.6
"Export","India","Kuwait",1014
"Import","Singapore","Ecuador",133.98
"Import","Singapore","New Zealand",758.4
"Import","Singapore","China, Hong Kong SAR",225.6
"Import","Slovakia","Areas, nes",16
"Import","Slovakia","Papua New Guinea",16298
"Import","Viet Nam","USA",451.684
"Export","Slovenia","Spain",28765
"Export","South Africa","Ethiopia",6.5
"Export","Spain","Cambodia",31.36
"Export","Spain","Bangladesh",56.16
"Export","Spain","Gabon",4872
"Export","Sweden","Switzerland",23.529
"Import","Switzerland","Latvia",2765
"Import","Switzerland","Sweden",12
"Import","Tunisia","Rep. of Korea",25
"Import","Türkiye","Marshall Isds",4
"Export","Türkiye","Tunisia",8
"Export","Türkiye","Montenegro",16
"Import","Türkiye","Italy",2
"Export","Ukraine","Cameroon",1.28
"Import","Ukraine","Türkiye",23174.4
"Import","Egypt","Slovenia",4.654
"Import","USA","Israel",28847.941
"Import","USA","China, Hong Kong SAR",11948.644
"Export","USA","Indonesia",72204
"Import","Australia","Greece",297.36
"Export","Austria","Belgium",24
"Import","Bahrain","India",586.417
"Import","Barbados","Dominica",1584
"Export","Barbados","Dominica",1584
"Import","Belgium","Rep. of Korea",689.16
"Import","Belgium","Norway",1.01
"Export","Belgium","Chad",140.4
"Import","Bolivia (Plurinational State of)","Rep. of Korea",71.155
"Export","Bosnia Herzegovina","Montenegro",29.54
"Import","Bosnia Herzegovina","Philippines",2160
"Export","Brazil","Palau",2
"Export","Brazil","Sweden",10
"Export","Brazil","Gabon",48
"Export","Bulgaria","Spain",20571
"Export","Bulgaria","Georgia",112
"Export","Myanmar","India",8500
"Import","Canada","Yemen",100
"Export","Canada","Jamaica",40
"Import","Canada","Ghana",272
"Import","Chile","Argentina",1.846
"Export","China","Zimbabwe",14270
"Import","China","Croatia",474
"Export","China","United Arab Emirates",250
"Export","China","China, Macao SAR",10
"Export","China","Peru",255000
"Import","Dem. Rep. of the Congo","Spain",6672
"Export","Croatia","Australia",1024
"Import","Cyprus","Bulgaria",622
"Export","Czechia","Uzbekistan",107
"Export","Denmark","Latvia",3
"Export","Fiji","Niue",15
"Import","Fiji","Niue",15
"Export","France","Georgia",507
"Import","Germany","Senegal",72141
"Export","Ghana","Lithuania",117518.2
"Export","Guatemala","El Salvador",8
"Import","Iceland","Lebanon",16
"Export","Israel","United Arab Emirates",818.273
"Export","Italy","Brazil",2022
"Import","Kenya","Areas, nes",89.04
"Export","Kenya","Dem. Rep. of the Congo",432.66
"Export","Kenya","Areas, nes",89.04
"Export","Rep. of Korea","Hungary",1080
"Export","Rep. of Korea","Zambia",126.2
"Import","Kuwait","Senegal",376.835
"Import","Kuwait","India",1476.564
"Import","Kyrgyzstan","Italy",400
"Export","Latvia","Bulgaria",832
"Export","Lithuania","Singapore",3.84
"Export","Lithuania","Equatorial Guinea",62.16
"Export","Lithuania","New Zealand",268.8
"Import","China, Macao SAR","France",37
"Import","Malaysia","Jordan",1570
"Export","Malta","Libya",496
"Import","Mauritius","Norway",160
"Export","Morocco","Italy",9607.2
"Import","Morocco","Thailand",14149.9
"Import","Netherlands","Iceland",5
"Import","Netherlands","Japan",20
"Import","New Zealand","Lithuania",11
"Import","New Zealand","Portugal",82
"Export","Panama","Jamaica",1414
"Export","Panama","Nicaragua",814
"Import","Philippines","Canada",3.64
"Import","Poland","Sweden",37
"Export","Portugal","Ethiopia",22
"Import","Romania","Latvia",538
"Export","Seychelles","Portugal",42492
"Export","Seychelles","Russian Federation",31530.2
"Import","Singapore","Germany",516.59
"Export","Slovakia","United Kingdom",1
"Import","Slovenia","Latvia",921.6
"Export","Slovenia","Canada",447.3
"Import","Spain","Malta",1702
"Export","Spain","Nigeria",15.3
"Export","Spain","Uzbekistan",10.8
"Export","Sweden","Ukraine",2000
"Import","Switzerland","Morocco",12
"Import","Switzerland","Japan",4
"Import","Switzerland","Papua New Guinea",15125
"Import","North Macedonia","Greece",9
"Import","Egypt","Algeria",2.332
"Import","Egypt","USA",931.584
"Export","USA","Haiti",4158
"Export","USA","Singapore",556
"Import","USA","Saint Lucia",476
